1.5,0,0.000414583,50693.4
4.5,0,0.00144151,25737.1
7.5,0,0.0353298,8178.39
10.5,0,0.147361,5454.95
13.5,0,0.727648,3635.44
16.5,0,2.2428,3295.89
19.5,0,6.51129,3609.26
22.5,0,20.4841,3788.43
25.5,0,48.1656,3731.08
28.5,0,163.586,5081.79
31.5,0,401.19,7949.88
34.5,0,1389.71,11824.4
37.5,0,3400.58,20737.2
40.5,0,7603.23,30867.1
43.5,0,19784.3,50200
46.5,0,54027.2,127361
49.5,0,92348,267667
52.5,0,217178,1.57E+06
55.5,0,474079,4.96E+06
58.5,0,976844,1.70E+07
61.5,0.118087,1.86E+06,3.68E+07
64.5,1,3.18E+06,6.43E+07
67.5,1,4.15E+06,7.81E+07
70.5,1,4.81E+06,8.63E+07
73.5,1,3.89E+06,8.59E+07
76.5,1,3.12E+06,7.64E+07
79.5,1,2.33E+06,6.94E+07
82.5,0.263158,2.15E+06,6.34E+07
85.5,0.263158,2.24E+06,6.08E+07
88.5,0.155475,2.96E+06,6.40E+07
91.5,0,3.18E+06,6.25E+07
94.5,0,3.58E+06,5.94E+07
97.5,0.0736118,4.26E+06,5.29E+07
100.5,0.961262,5.10E+06,4.30E+07
103.5,1,4.56E+06,3.59E+07
106.5,0.802911,3.84E+06,2.92E+07
109.5,0.0905822,2.77E+06,2.48E+07
112.5,0.736842,2.11E+06,2.25E+07
115.5,0.696018,1.63E+06,2.08E+07
118.5,0,1.27E+06,2.12E+07
121.5,0,1.14E+06,2.41E+07
124.5,0,1.36E+06,3.04E+07
127.5,0.0315479,2.32E+06,4.33E+07
130.5,0.749856,3.65E+06,5.87E+07
133.5,1,5.69E+06,8.89E+07
136.5,1,7.53E+06,1.11E+08
139.5,1,7.49E+06,1.14E+08
142.5,1,6.63E+06,9.88E+07
145.5,0.945115,3.94E+06,7.43E+07
148.5,0,2.36E+06,5.04E+07
151.5,0,2.32E+06,4.51E+07
154.5,0.945115,3.94E+06,5.73E+07
157.5,1,6.41E+06,7.48E+07
160.5,1,7.32E+06,9.27E+07
163.5,1,6.78E+06,1.05E+08
166.5,1,5.54E+06,1.00E+08
169.5,0.736842,3.28E+06,8.24E+07
172.5,0,2.30E+06,6.48E+07
175.5,0,1.58E+06,4.89E+07
178.5,0,1.35E+06,3.57E+07
181.5,0,1.30E+06,2.97E+07
184.5,0.696018,1.39E+06,2.85E+07
187.5,0.736842,1.32E+06,3.54E+07
190.5,0.122933,1.39E+06,4.41E+07
193.5,1,1.76E+06,5.79E+07
196.5,1,2.27E+06,6.73E+07
199.5,1,2.87E+06,7.36E+07
202.5,1,3.49E+06,7.43E+07
205.5,1,3.74E+06,7.16E+07
208.5,0.787288,3.27E+06,6.48E+07
211.5,0.23665,3.32E+06,6.36E+07
214.5,0,3.53E+06,6.19E+07
217.5,0,4.58E+06,7.37E+07
220.5,0.192077,5.01E+06,8.71E+07
223.5,0.945115,5.59E+06,1.14E+08
226.5,0.945115,5.40E+06,1.29E+08
229.5,0.98072,4.70E+06,1.38E+08
232.5,1,4.02E+06,1.07E+08
235.5,1,3.22E+06,6.99E+07
238.5,0.803997,1.99E+06,3.32E+07
241.5,0,1.08E+06,1.21E+07
244.5,0,484905,3.46E+06
247.5,0,207011,1.33E+06
250.5,0,56634.2,287414
253.5,0,28192.9,102070
256.5,0,9542.35,22057.4
259.5,0,4137.81,4610.35
262.5,0,1862.09,1321.19
265.5,0,493.909,338.955
268.5,0,268.458,340.081
271.5,0,74.3382,451.504
274.5,0,28.0958,669.327
277.5,0,13.91,984.747
280.5,0,3.84526,1263.01
283.5,0,1.84126,1544.55
286.5,0,0.232393,1770.51
289.5,0,0.0423076,2755.53
292.5,0,0.00741861,3723.31
295.5,0,0.000597679,8526.47
298.5,0,0.000186435,12514.1
