analysis_label,method_name,display_name,event_count_mean,event_count_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,front_first_accuracy_mean,front_first_accuracy_std,rear_first_accuracy_mean,rear_first_accuracy_std,truth_front_first_count_mean,truth_rear_first_count_mean,correct_front_first_count_mean,correct_rear_first_count_mean,pred_front_first_ratio_mean,truth_front_first_ratio_mean,brier_mean,logloss_mean,avg_true_prob_mean
supervised_hoffman_to_contrast2e9,center_geometry,supervised_hoffman_to_contrast2e9 / center_geometry,337285.6,203.031623152651,0.780536458424978,0.000606309077224538,0.77236687066565,0.000663085142016646,0.809698196807607,0.000783772773561558,0.735035544523694,0.00115256053758607,205548.4,131737.2,166432.2,96831.6,0.596935605121807,0.609419604563328,NaN,NaN,NaN
supervised_hoffman_to_contrast2e9,classifier,supervised_hoffman_to_contrast2e9 / classifier,337285.6,203.031623152651,0.834426793503483,0.000481614635542199,0.838839819175787,0.000416038226954483,0.818675131151091,0.000779856207401819,0.859004507200482,0.000417082308503614,205548.4,131737.2,168277.4,113162.8,0.553986773085413,0.609419604563328,0.105726833617721,0.312659572507708,0.786701148081414
